"filter"	"asv_num"	"reads"	"Sample_id_ed"	"date.x"	"sampling_hour"	"date_hour"	"day_moment.x"	"season.x"	"day.y"	"mean_total_bac"	"NOxT_mean"	"Nitrats_mean"	"Nitrits_mean"	"Amonio_mean"	"silicato_mean"	"Fosfato_mean"	"Temp"	"Sal"	"chla_mean"	"Turb"	"Density"	"pseudoabundance"
"100"	0.2	"asv4"	1	"HFW-210210M"	"10/2/21"	"10:00:00"	"10/2/21 10:00:00"	"morning"	"Winter"	"10M"	559497.2472	1.491	1.316	0.175	0.258	0.999	0.0795	12.921	38.08333333	1.943083333	2.283333333	28.804	226.517104129555
"101"	0.2	"asv4"	3	"HFW-210210T"	"10/2/21"	"17:00:00"	"10/2/21 17:00:00"	"afternoon"	"Winter"	"10T"	356301.8885	1.0215	0.8645	0.157	0.2545	0.574	0.046	13.321	38.1575	1.353916667	0.605	28.78	335.817048539114
"102"	0.2	"asv4"	1	"HFW-210211M"	"11/2/21"	"10:00:00"	"11/2/21 10:00:00"	"morning"	"Winter"	"11M"	252568.6331	1.4175	1.258	0.1595	0.0585	0.7335	0.044	13.2445	38.17	0.952583333	0.145	28.8055	67.1546485243286
"103"	0.2	"asv4"	0	"HFW-210211T"	"11/2/21"	"17:00:00"	"11/2/21 17:00:00"	"afternoon"	"Winter"	"11T"	255285.2277	1.3705	1.198	0.1725	0.0285	0.7475	0.0425	13.46675	38.1775	0.810833333	0.1825	28.76275	0
"104"	0.2	"asv4"	2	"HFW-210212M"	"12/2/21"	"10:00:00"	"12/2/21 10:00:00"	"morning"	"Winter"	"12M"	292135.5556	1.2945	1.1105	0.184	0.1285	0.656	0.037	13.222	38.17	1.37725	0.316666667	28.8076667	197.388888918919
"105"	0.2	"asv4"	0	"HFW-210212T"	"12/2/21"	"17:00:00"	"12/2/21 17:00:00"	"afternoon"	"Winter"	"12T"	294786.375	1.199	1.0395	0.1595	0.1615	0.6205	0.0475	13.2875	38.1725	1.48225	0.31	28.7975	0
"106"	0.2	"asv4"	1	"HFW-210213M"	"13/2/21"	"10:00:00"	"13/2/21 10:00:00"	"morning"	"Winter"	"13M"	323933.8667	0.9805	0.847	0.1335	0.339	0.4505	0.038	13.303	38.17	2.083083333	0.23	28.7972	116.23030739146
"107"	0.2	"asv4"	12	"HFW-210213T"	"13/2/21"	"17:00:00"	"13/2/21 17:00:00"	"afternoon"	"Winter"	"13T"	368221.7	0.8465	0.7145	0.132	1.2405	0.393	0.0455	13.42133333	38.16666667	1.896416667	0.47	28.7646667	2609.95888954519
"108"	0.2	"asv4"	0	"HFW-210214M"	"14/2/21"	"10:00:00"	"14/2/21 10:00:00"	"morning"	"Winter"	"14M"	342550.0944	0.897	0.774	0.123	0.024	0.403	0.0385	13.345	38.175	1.72725	0.405	28.789	0
"109"	0.2	"asv4"	21	"HFW-210215M"	"15/2/21"	"10:00:00"	"15/2/21 10:00:00"	"morning"	"Winter"	"15M"	414886.8889	1.02	0.8415	0.1785	0.15	0.434	0.0515	13.175	38.18	1.738916667	0.7925	28.827	5435.19941790393
"110"	0.2	"asv4"	5	"HFW-210215T"	"15/2/21"	"17:00:00"	"15/2/21 17:00:00"	"afternoon"	"Winter"	"15T"	430742.3167	0.9735	0.796	0.1775	0.119	0.5575	0.0555	13.205	38.17666667	1.960583333	0.926666667	28.8176667	907.207912173547
"111"	0.2	"asv4"	11	"HFW-210216M"	"16/2/21"	"10:00:00"	"16/2/21 10:00:00"	"morning"	"Winter"	"16M"	515560.2278	1.382	1.163	0.219	0.136	0.8125	0.0645	13.10433333	38.15333333	1.791416667	1.123333333	28.8236667	2187.10470721172
"112"	0.2	"asv4"	7	"HFS-210914M"	"14/9/21"	"10:30:00"	"14/9/21 10:30:00"	"morning"	"Summer"	"14M"	761400.75	0.2	0.178	0.022	1.0585	0.605	1.055	23.6	37.92	0.168	0.21	26.01	687.096203429161
"113"	0.2	"asv4"	10	"HFS-210914T"	"14/9/21"	"16:30:00"	"14/9/21 16:30:00"	"afternoon"	"Summer"	"14T"	789785.5625	0.276	0.2535	0.0225	0.235	0.9095	0.0155	23.9	NA	0.191333333	NA	NA	963.270597024027
"114"	0.2	"asv4"	2	"HFS-210915M"	"15/9/21"	"10:30:00"	"15/9/21 10:30:00"	"morning"	"Summer"	"15M"	878219.1458	1.719	1.6965	0.0225	0.2765	0.3835	0.0225	24.1	37.93	0.288166667	3.27	25.81	196.579551382205
"115"	0.2	"asv4"	3	"HFS-210915T"	"15/9/21"	"16:30:00"	"15/9/21 16:30:00"	"afternoon"	"Summer"	"15T"	793666.0417	1.613	1.589	0.024	0.229	0.7225	0.024	24.3	NA	0.194833333	NA	NA	271.555443099909
"116"	0.2	"asv4"	12	"HFS-210916M"	"16/9/21"	"10:10:00"	"16/9/21 10:10:00"	"morning"	"Summer"	"16M"	870354.8333	3.1575	3.121	0.0365	0.3495	0.8645	0.0325	23.1	37.6	0.189	0.87	25.87	1200.76546327891
"117"	0.2	"asv4"	29	"HFS-210916T"	"16/9/21"	"16:15:00"	"16/9/21 16:15:00"	"afternoon"	"Summer"	"16T"	825423.9583	0.9375	0.881	0.0565	0.777	0.814	0.0445	24.7	37.15	0.238	6.06	25.1	4266.13701491713
"118"	0.2	"asv4"	33	"HFS-210917M"	"17/9/21"	"10:00:00"	"17/9/21 10:00:00"	"morning"	"Summer"	"17M"	1083846.958	2.8775	2.7655	0.112	1.4025	2.042	0.134	23.2	36.94	0.337166667	3.4	25.31	9117.24435737956
"119"	0.2	"asv4"	54	"HFS-210917T"	"17/9/21"	"16:00:00"	"17/9/21 16:00:00"	"afternoon"	"Summer"	"17T"	975221.7292	1.2655	1.227	0.0385	1.008	1.0355	0.0315	22.8	37.55	0.289333333	6.17	25.51	4570.55835591043
"120"	0.2	"asv4"	52	"HFS-210918M"	"18/9/21"	"10:00:00"	"18/9/21 10:00:00"	"morning"	"Summer"	"18M"	1054287.667	1.618	1.5765	0.0415	0.6985	1.218	0.025	23.4	37.77	0.284666667	0.52	26.06	4055.2525100969
"121"	0.2	"asv4"	319	"HFS-210918T"	"18/9/21"	"16:00:00"	"18/9/21 16:00:00"	"afternoon"	"Summer"	"18T"	642653.55	0.3025	0.2815	0.021	0.2945	0.534	0.0355	22.4	37.75	0.127166667	6.28	25.5	17172.5986304239
"122"	0.2	"asv4"	50	"HFS-210919M"	"19/9/21"	"10:00:00"	"19/9/21 10:00:00"	"morning"	"Summer"	"19M"	736639.75	0.169	0.154	0.015	0.11	0.4665	0.0085	24.6	37.81	0.119583333	0.11	25.57	2904.27278820375
"123"	0.2	"asv4"	12	"HFS-210919T"	"19/9/21"	"16:00:00"	"19/9/21 16:00:00"	"afternoon"	"Summer"	"19T"	700343.05	1.955	1.9205	0.0345	1.0305	0.439	0.0155	23.6	37.81	0.145833333	10.61	25.59	680.109783928138
"124"	0.2	"asv4"	33	"HFS-210920M"	"20/9/21"	"10:00:00"	"20/9/21 10:00:00"	"morning"	"Summer"	"20M"	906903.25	1.0255	0.99	0.0355	0.5985	0.7895	0.072	23.6	37.82	0.300416667	0.45	25.9	2501.90664186591
"125"	0.2	"asv4"	30	"HFS-210920T"	"20/9/21"	"16:15:00"	"20/9/21 16:15:00"	"afternoon"	"Summer"	"20T"	834272.45	3.1215	3.0945	0.027	0.187	0.659	0.0855	23.9	37.81	0.156916667	0.14	25.82	1864.99057377049
"126"	0.2	"asv4"	32	"HFS-210921M"	"21/9/21"	"10:00:00"	"21/9/21 10:00:00"	"morning"	"Summer"	"21M"	805371.6	0.4775	0.4545	0.023	0.335	0.503	0.023	23.9	37.78	0.132416667	3.2	25.79	2181.28575539568
"127"	0.2	"asv4"	35	"HFS-210921T"	"21/9/21"	"16:10:00"	"21/9/21 16:10:00"	"afternoon"	"Summer"	"21T"	734694.95	0.5715	0.5475	0.024	0.8725	0.4905	0.0435	24.1	37.79	0.128916667	0.11	25.71	1940.41074932086
"128"	0.2	"asv4"	3	"HFW-210208M"	"8/2/21"	"10:00:00"	"8/2/21 10:00:00"	"morning"	"Winter"	"8M"	290677.8346	1.0525	0.89	0.1625	0.4645	0.5565	0.043	13.1902	38.136	1.213916667	0.194	28.7898	294.00994733648
"129"	0.2	"asv5"	78	"HFW-210208T"	"8/2/21"	"17:00:00"	"8/2/21 17:00:00"	"afternoon"	"Winter"	"8T"	324709.5571	1.6515	1.4625	0.189	0.3195	1.3905	0.0865	13.167	38.04	1.243083333	0.596666667	28.722	9689.11455768937
"130"	0.2	"asv5"	58	"HFW-210209M"	"9/2/21"	"10:00:00"	"9/2/21 10:00:00"	"morning"	"Winter"	"9M"	377220.0361	1.271	1.074	0.197	0.534	0.6005	0.0475	NA	NA	1.925583333	NA	NA	12502.1497678857
"131"	0.2	"asv5"	36	"HFW-210209T"	"9/2/21"	"17:00:00"	"9/2/21 17:00:00"	"afternoon"	"Winter"	"9T"	346545.8028	1.802	1.621	0.181	0.2505	1.59	0.077	13.17866667	37.90333333	1.353916667	0.686666667	28.6126667	9451.24916727273
"132"	0.2	"asv5"	156	"HFW-210210M"	"10/2/21"	"10:00:00"	"10/2/21 10:00:00"	"morning"	"Winter"	"10M"	559497.2472	1.491	1.316	0.175	0.258	0.999	0.0795	12.921	38.08333333	1.943083333	2.283333333	28.804	35336.6682442105
"133"	0.2	"asv5"	88	"HFW-210210T"	"10/2/21"	"17:00:00"	"10/2/21 17:00:00"	"afternoon"	"Winter"	"10T"	356301.8885	1.0215	0.8645	0.157	0.2545	0.574	0.046	13.321	38.1575	1.353916667	0.605	28.78	9850.63342381401
"134"	0.2	"asv5"	45	"HFW-210211M"	"11/2/21"	"10:00:00"	"11/2/21 10:00:00"	"morning"	"Winter"	"11M"	252568.6331	1.4175	1.258	0.1595	0.0585	0.7335	0.044	13.2445	38.17	0.952583333	0.145	28.8055	3021.95918359479
"135"	0.2	"asv5"	13	"HFW-210211T"	"11/2/21"	"17:00:00"	"11/2/21 17:00:00"	"afternoon"	"Winter"	"11T"	255285.2277	1.3705	1.198	0.1725	0.0285	0.7475	0.0425	13.46675	38.1775	0.810833333	0.1825	28.76275	1876.03615607688
"136"	0.2	"asv5"	44	"HFW-210212M"	"12/2/21"	"10:00:00"	"12/2/21 10:00:00"	"morning"	"Winter"	"12M"	292135.5556	1.2945	1.1105	0.184	0.1285	0.656	0.037	13.222	38.17	1.37725	0.316666667	28.8076667	4342.55555621622
"137"	0.2	"asv5"	61	"HFW-210212T"	"12/2/21"	"17:00:00"	"12/2/21 17:00:00"	"afternoon"	"Winter"	"12T"	294786.375	1.199	1.0395	0.1595	0.1615	0.6205	0.0475	13.2875	38.1725	1.48225	0.31	28.7975	4377.30498417722
"138"	0.2	"asv5"	43	"HFW-210213M"	"13/2/21"	"10:00:00"	"13/2/21 10:00:00"	"morning"	"Winter"	"13M"	323933.8667	0.9805	0.847	0.1335	0.339	0.4505	0.038	13.303	38.17	2.083083333	0.23	28.7972	4997.9032178328
"139"	0.2	"asv5"	50	"HFW-210213T"	"13/2/21"	"17:00:00"	"13/2/21 17:00:00"	"afternoon"	"Winter"	"13T"	368221.7	0.8465	0.7145	0.132	1.2405	0.393	0.0455	13.42133333	38.16666667	1.896416667	0.47	28.7646667	10874.8287064383
"140"	0.2	"asv5"	60	"HFW-210214M"	"14/2/21"	"10:00:00"	"14/2/21 10:00:00"	"morning"	"Winter"	"14M"	342550.0944	0.897	0.774	0.123	0.024	0.403	0.0385	13.345	38.175	1.72725	0.405	28.789	7427.90229996386
"141"	0.2	"asv5"	48	"HFW-210215M"	"15/2/21"	"10:00:00"	"15/2/21 10:00:00"	"morning"	"Winter"	"15M"	414886.8889	1.02	0.8415	0.1785	0.15	0.434	0.0515	13.175	38.18	1.738916667	0.7925	28.827	12423.312955209
"142"	0.2	"asv5"	68	"HFW-210215T"	"15/2/21"	"17:00:00"	"15/2/21 17:00:00"	"afternoon"	"Winter"	"15T"	430742.3167	0.9735	0.796	0.1775	0.119	0.5575	0.0555	13.205	38.17666667	1.960583333	0.926666667	28.8176667	12338.0276055602
"143"	0.2	"asv5"	61	"HFW-210216M"	"16/2/21"	"10:00:00"	"16/2/21 10:00:00"	"morning"	"Winter"	"16M"	515560.2278	1.382	1.163	0.219	0.136	0.8125	0.0645	13.10433333	38.15333333	1.791416667	1.123333333	28.8236667	12128.4897399923
"144"	0.2	"asv5"	690	"HFS-210914M"	"14/9/21"	"10:30:00"	"14/9/21 10:30:00"	"morning"	"Summer"	"14M"	761400.75	0.2	0.178	0.022	1.0585	0.605	1.055	23.6	37.92	0.168	0.21	26.01	67728.0543380173
"145"	0.2	"asv5"	755	"HFS-210914T"	"14/9/21"	"16:30:00"	"14/9/21 16:30:00"	"afternoon"	"Summer"	"14T"	789785.5625	0.276	0.2535	0.0225	0.235	0.9095	0.0155	23.9	NA	0.191333333	NA	NA	72726.9300753141
"146"	0.2	"asv5"	703	"HFS-210915M"	"15/9/21"	"10:30:00"	"15/9/21 10:30:00"	"morning"	"Summer"	"15M"	878219.1458	1.719	1.6965	0.0225	0.2765	0.3835	0.0225	24.1	37.93	0.288166667	3.27	25.81	69097.712310845
"147"	0.2	"asv5"	672	"HFS-210915T"	"15/9/21"	"16:30:00"	"15/9/21 16:30:00"	"afternoon"	"Summer"	"15T"	793666.0417	1.613	1.589	0.024	0.229	0.7225	0.024	24.3	NA	0.194833333	NA	NA	60828.4192543796
"148"	0.2	"asv5"	1035	"HFS-210916M"	"16/9/21"	"10:10:00"	"16/9/21 10:10:00"	"morning"	"Summer"	"16M"	870354.8333	3.1575	3.121	0.0365	0.3495	0.8645	0.0325	23.1	37.6	0.189	0.87	25.87	103566.021207806
"149"	0.2	"asv5"	661	"HFS-210916T"	"16/9/21"	"16:15:00"	"16/9/21 16:15:00"	"afternoon"	"Summer"	"16T"	825423.9583	0.9375	0.881	0.0565	0.777	0.814	0.0445	24.7	37.15	0.238	6.06	25.1	97238.5023055249
"150"	0.2	"asv5"	790	"HFS-210917M"	"17/9/21"	"10:00:00"	"17/9/21 10:00:00"	"morning"	"Summer"	"17M"	1083846.958	2.8775	2.7655	0.112	1.4025	2.042	0.134	23.2	36.94	0.337166667	3.4	25.31	218261.304313026
"151"	0.2	"asv5"	1328	"HFS-210917T"	"17/9/21"	"16:00:00"	"17/9/21 16:00:00"	"afternoon"	"Summer"	"17T"	975221.7292	1.2655	1.227	0.0385	1.008	1.0355	0.0315	22.8	37.55	0.289333333	6.17	25.51	112401.879567575
"152"	0.2	"asv5"	1415	"HFS-210918M"	"18/9/21"	"10:00:00"	"18/9/21 10:00:00"	"morning"	"Summer"	"18M"	1054287.667	1.618	1.5765	0.0415	0.6985	1.218	0.025	23.4	37.77	0.284666667	0.52	26.06	110349.659649752
"153"	0.2	"asv5"	882	"HFS-210918T"	"18/9/21"	"16:00:00"	"18/9/21 16:00:00"	"afternoon"	"Summer"	"18T"	642653.55	0.3025	0.2815	0.021	0.2945	0.534	0.0355	22.4	37.75	0.127166667	6.28	25.5	47480.3510722064
"154"	0.2	"asv5"	945	"HFS-210919M"	"19/9/21"	"10:00:00"	"19/9/21 10:00:00"	"morning"	"Summer"	"19M"	736639.75	0.169	0.154	0.015	0.11	0.4665	0.0085	24.6	37.81	0.119583333	0.11	25.57	54890.7556970509
"155"	0.2	"asv5"	717	"HFS-210919T"	"19/9/21"	"16:00:00"	"19/9/21 16:00:00"	"afternoon"	"Summer"	"19T"	700343.05	1.955	1.9205	0.0345	1.0305	0.439	0.0155	23.6	37.81	0.145833333	10.61	25.59	40636.5595897062
"156"	0.2	"asv5"	1232	"HFS-210920M"	"20/9/21"	"10:00:00"	"20/9/21 10:00:00"	"morning"	"Summer"	"20M"	906903.25	1.0255	0.99	0.0355	0.5985	0.7895	0.072	23.6	37.82	0.300416667	0.45	25.9	93404.5146296606
"157"	0.2	"asv5"	1500	"HFS-210920T"	"20/9/21"	"16:15:00"	"20/9/21 16:15:00"	"afternoon"	"Summer"	"20T"	834272.45	3.1215	3.0945	0.027	0.187	0.659	0.0855	23.9	37.81	0.156916667	0.14	25.82	93249.5286885246
"158"	0.2	"asv5"	896	"HFS-210921M"	"21/9/21"	"10:00:00"	"21/9/21 10:00:00"	"morning"	"Summer"	"21M"	805371.6	0.4775	0.4545	0.023	0.335	0.503	0.023	23.9	37.78	0.132416667	3.2	25.79	61076.0011510791
"159"	0.2	"asv5"	1043	"HFS-210921T"	"21/9/21"	"16:10:00"	"21/9/21 16:10:00"	"afternoon"	"Summer"	"21T"	734694.95	0.5715	0.5475	0.024	0.8725	0.4905	0.0435	24.1	37.79	0.128916667	0.11	25.71	57824.2403297615
"160"	0.2	"asv5"	95	"HFW-210208M"	"8/2/21"	"10:00:00"	"8/2/21 10:00:00"	"morning"	"Winter"	"8M"	290677.8346	1.0525	0.89	0.1625	0.4645	0.5565	0.043	13.1902	38.136	1.213916667	0.194	28.7898	9310.31499898854
"161"	0.2	"asv6"	84	"HFW-210208T"	"8/2/21"	"17:00:00"	"8/2/21 17:00:00"	"afternoon"	"Winter"	"8T"	324709.5571	1.6515	1.4625	0.189	0.3195	1.3905	0.0865	13.167	38.04	1.243083333	0.596666667	28.722	10434.431062127
"162"	0.2	"asv6"	32	"HFW-210209M"	"9/2/21"	"10:00:00"	"9/2/21 10:00:00"	"morning"	"Winter"	"9M"	377220.0361	1.271	1.074	0.197	0.534	0.6005	0.0475	NA	NA	1.925583333	NA	NA	6897.73780297143
"163"	0.2	"asv6"	35	"HFW-210209T"	"9/2/21"	"17:00:00"	"9/2/21 17:00:00"	"afternoon"	"Winter"	"9T"	346545.8028	1.802	1.621	0.181	0.2505	1.59	0.077	13.17866667	37.90333333	1.353916667	0.686666667	28.6126667	9188.71446818182
"164"	0.2	"asv6"	58	"HFW-210210M"	"10/2/21"	"10:00:00"	"10/2/21 10:00:00"	"morning"	"Winter"	"10M"	559497.2472	1.491	1.316	0.175	0.258	0.999	0.0795	12.921	38.08333333	1.943083333	2.283333333	28.804	13137.9920395142
"165"	0.2	"asv6"	40	"HFW-210210T"	"10/2/21"	"17:00:00"	"10/2/21 17:00:00"	"afternoon"	"Winter"	"10T"	356301.8885	1.0215	0.8645	0.157	0.2545	0.574	0.046	13.321	38.1575	1.353916667	0.605	28.78	4477.56064718819
"166"	0.2	"asv6"	70	"HFW-210211M"	"11/2/21"	"10:00:00"	"11/2/21 10:00:00"	"morning"	"Winter"	"11M"	252568.6331	1.4175	1.258	0.1595	0.0585	0.7335	0.044	13.2445	38.17	0.952583333	0.145	28.8055	4700.82539670301
"167"	0.2	"asv6"	9	"HFW-210211T"	"11/2/21"	"17:00:00"	"11/2/21 17:00:00"	"afternoon"	"Winter"	"11T"	255285.2277	1.3705	1.198	0.1725	0.0285	0.7475	0.0425	13.46675	38.1775	0.810833333	0.1825	28.76275	1298.79426189938
"168"	0.2	"asv6"	36	"HFW-210212M"	"12/2/21"	"10:00:00"	"12/2/21 10:00:00"	"morning"	"Winter"	"12M"	292135.5556	1.2945	1.1105	0.184	0.1285	0.656	0.037	13.222	38.17	1.37725	0.316666667	28.8076667	3553.00000054054
"169"	0.2	"asv6"	49	"HFW-210212T"	"12/2/21"	"17:00:00"	"12/2/21 17:00:00"	"afternoon"	"Winter"	"12T"	294786.375	1.199	1.0395	0.1595	0.1615	0.6205	0.0475	13.2875	38.1725	1.48225	0.31	28.7975	3516.19580696203
"170"	0.2	"asv6"	43	"HFW-210213M"	"13/2/21"	"10:00:00"	"13/2/21 10:00:00"	"morning"	"Winter"	"13M"	323933.8667	0.9805	0.847	0.1335	0.339	0.4505	0.038	13.303	38.17	2.083083333	0.23	28.7972	4997.9032178328
"171"	0.2	"asv6"	35	"HFW-210213T"	"13/2/21"	"17:00:00"	"13/2/21 17:00:00"	"afternoon"	"Winter"	"13T"	368221.7	0.8465	0.7145	0.132	1.2405	0.393	0.0455	13.42133333	38.16666667	1.896416667	0.47	28.7646667	7612.38009450679
"172"	0.2	"asv6"	53	"HFW-210214M"	"14/2/21"	"10:00:00"	"14/2/21 10:00:00"	"morning"	"Winter"	"14M"	342550.0944	0.897	0.774	0.123	0.024	0.403	0.0385	13.345	38.175	1.72725	0.405	28.789	6561.31369830141
"173"	0.2	"asv6"	40	"HFW-210215M"	"15/2/21"	"10:00:00"	"15/2/21 10:00:00"	"morning"	"Winter"	"15M"	414886.8889	1.02	0.8415	0.1785	0.15	0.434	0.0515	13.175	38.18	1.738916667	0.7925	28.827	10352.7607960075
"174"	0.2	"asv6"	44	"HFW-210215T"	"15/2/21"	"17:00:00"	"15/2/21 17:00:00"	"afternoon"	"Winter"	"15T"	430742.3167	0.9735	0.796	0.1775	0.119	0.5575	0.0555	13.205	38.17666667	1.960583333	0.926666667	28.8176667	7983.42962712721
"175"	0.2	"asv6"	32	"HFW-210216M"	"16/2/21"	"10:00:00"	"16/2/21 10:00:00"	"morning"	"Winter"	"16M"	515560.2278	1.382	1.163	0.219	0.136	0.8125	0.0645	13.10433333	38.15333333	1.791416667	1.123333333	28.8236667	6362.48642097956
"176"	0.2	"asv6"	27	"HFS-210914M"	"14/9/21"	"10:30:00"	"14/9/21 10:30:00"	"morning"	"Summer"	"14M"	761400.75	0.2	0.178	0.022	1.0585	0.605	1.055	23.6	37.92	0.168	0.21	26.01	2650.22821322676
"177"	0.2	"asv6"	26	"HFS-210914T"	"14/9/21"	"16:30:00"	"14/9/21 16:30:00"	"afternoon"	"Summer"	"14T"	789785.5625	0.276	0.2535	0.0225	0.235	0.9095	0.0155	23.9	NA	0.191333333	NA	NA	2504.50355226247
"178"	0.2	"asv6"	7	"HFS-210915M"	"15/9/21"	"10:30:00"	"15/9/21 10:30:00"	"morning"	"Summer"	"15M"	878219.1458	1.719	1.6965	0.0225	0.2765	0.3835	0.0225	24.1	37.93	0.288166667	3.27	25.81	688.028429837717
"179"	0.2	"asv6"	23	"HFS-210915T"	"15/9/21"	"16:30:00"	"15/9/21 16:30:00"	"afternoon"	"Summer"	"15T"	793666.0417	1.613	1.589	0.024	0.229	0.7225	0.024	24.3	NA	0.194833333	NA	NA	2081.92506376597
"180"	0.2	"asv6"	18	"HFS-210916M"	"16/9/21"	"10:10:00"	"16/9/21 10:10:00"	"morning"	"Summer"	"16M"	870354.8333	3.1575	3.121	0.0365	0.3495	0.8645	0.0325	23.1	37.6	0.189	0.87	25.87	1801.14819491837
"181"	0.2	"asv6"	7	"HFS-210916T"	"16/9/21"	"16:15:00"	"16/9/21 16:15:00"	"afternoon"	"Summer"	"16T"	825423.9583	0.9375	0.881	0.0565	0.777	0.814	0.0445	24.7	37.15	0.238	6.06	25.1	1029.75721049724
"182"	0.2	"asv6"	11	"HFS-210917M"	"17/9/21"	"10:00:00"	"17/9/21 10:00:00"	"morning"	"Summer"	"17M"	1083846.958	2.8775	2.7655	0.112	1.4025	2.042	0.134	23.2	36.94	0.337166667	3.4	25.31	3039.08145245985
"183"	0.2	"asv6"	29	"HFS-210917T"	"17/9/21"	"16:00:00"	"17/9/21 16:00:00"	"afternoon"	"Summer"	"17T"	975221.7292	1.2655	1.227	0.0385	1.008	1.0355	0.0315	22.8	37.55	0.289333333	6.17	25.51	2454.55911706301
"184"	0.2	"asv6"	26	"HFS-210918M"	"18/9/21"	"10:00:00"	"18/9/21 10:00:00"	"morning"	"Summer"	"18M"	1054287.667	1.618	1.5765	0.0415	0.6985	1.218	0.025	23.4	37.77	0.284666667	0.52	26.06	2027.62625504845
"185"	0.2	"asv6"	10	"HFS-210918T"	"18/9/21"	"16:00:00"	"18/9/21 16:00:00"	"afternoon"	"Summer"	"18T"	642653.55	0.3025	0.2815	0.021	0.2945	0.534	0.0355	22.4	37.75	0.127166667	6.28	25.5	538.325975875356
"186"	0.2	"asv6"	4	"HFS-210919M"	"19/9/21"	"10:00:00"	"19/9/21 10:00:00"	"morning"	"Summer"	"19M"	736639.75	0.169	0.154	0.015	0.11	0.4665	0.0085	24.6	37.81	0.119583333	0.11	25.57	232.3418230563
"187"	0.2	"asv6"	5	"HFS-210919T"	"19/9/21"	"16:00:00"	"19/9/21 16:00:00"	"afternoon"	"Summer"	"19T"	700343.05	1.955	1.9205	0.0345	1.0305	0.439	0.0155	23.6	37.81	0.145833333	10.61	25.59	283.379076636724
"188"	0.2	"asv6"	14	"HFS-210920M"	"20/9/21"	"10:00:00"	"20/9/21 10:00:00"	"morning"	"Summer"	"20M"	906903.25	1.0255	0.99	0.0355	0.5985	0.7895	0.072	23.6	37.82	0.300416667	0.45	25.9	1061.41493897342
"189"	0.2	"asv6"	10	"HFS-210920T"	"20/9/21"	"16:15:00"	"20/9/21 16:15:00"	"afternoon"	"Summer"	"20T"	834272.45	3.1215	3.0945	0.027	0.187	0.659	0.0855	23.9	37.81	0.156916667	0.14	25.82	621.663524590164
"190"	0.2	"asv6"	7	"HFS-210921M"	"21/9/21"	"10:00:00"	"21/9/21 10:00:00"	"morning"	"Summer"	"21M"	805371.6	0.4775	0.4545	0.023	0.335	0.503	0.023	23.9	37.78	0.132416667	3.2	25.79	477.156258992806
"191"	0.2	"asv6"	2	"HFS-210921T"	"21/9/21"	"16:10:00"	"21/9/21 16:10:00"	"afternoon"	"Summer"	"21T"	734694.95	0.5715	0.5475	0.024	0.8725	0.4905	0.0435	24.1	37.79	0.128916667	0.11	25.71	110.880614246906
"192"	0.2	"asv6"	100	"HFW-210208M"	"8/2/21"	"10:00:00"	"8/2/21 10:00:00"	"morning"	"Winter"	"8M"	290677.8346	1.0525	0.89	0.1625	0.4645	0.5565	0.043	13.1902	38.136	1.213916667	0.194	28.7898	9800.33157788267
"193"	0.2	"asv7"	433	"HFW-210208T"	"8/2/21"	"17:00:00"	"8/2/21 17:00:00"	"afternoon"	"Winter"	"8T"	324709.5571	1.6515	1.4625	0.189	0.3195	1.3905	0.0865	13.167	38.04	1.243083333	0.596666667	28.722	53787.0077369166
"194"	0.2	"asv7"	253	"HFW-210209M"	"9/2/21"	"10:00:00"	"9/2/21 10:00:00"	"morning"	"Winter"	"9M"	377220.0361	1.271	1.074	0.197	0.534	0.6005	0.0475	NA	NA	1.925583333	NA	NA	54535.2395047429
"195"	0.2	"asv7"	211	"HFW-210209T"	"9/2/21"	"17:00:00"	"9/2/21 17:00:00"	"afternoon"	"Winter"	"9T"	346545.8028	1.802	1.621	0.181	0.2505	1.59	0.077	13.17866667	37.90333333	1.353916667	0.686666667	28.6126667	55394.8215081818
"196"	0.2	"asv7"	383	"HFW-210210M"	"10/2/21"	"10:00:00"	"10/2/21 10:00:00"	"morning"	"Winter"	"10M"	559497.2472	1.491	1.316	0.175	0.258	0.999	0.0795	12.921	38.08333333	1.943083333	2.283333333	28.804	86756.0508816194
"197"	0.2	"asv7"	620	"HFW-210210T"	"10/2/21"	"17:00:00"	"10/2/21 17:00:00"	"afternoon"	"Winter"	"10T"	356301.8885	1.0215	0.8645	0.157	0.2545	0.574	0.046	13.321	38.1575	1.353916667	0.605	28.78	69402.1900314169
"198"	0.2	"asv7"	739	"HFW-210211M"	"11/2/21"	"10:00:00"	"11/2/21 10:00:00"	"morning"	"Winter"	"11M"	252568.6331	1.4175	1.258	0.1595	0.0585	0.7335	0.044	13.2445	38.17	0.952583333	0.145	28.8055	49627.2852594789
"199"	0.2	"asv7"	442	"HFW-210211T"	"11/2/21"	"17:00:00"	"11/2/21 17:00:00"	"afternoon"	"Winter"	"11T"	255285.2277	1.3705	1.198	0.1725	0.0285	0.7475	0.0425	13.46675	38.1775	0.810833333	0.1825	28.76275	63785.2293066139
"200"	0.2	"asv7"	617	"HFW-210212M"	"12/2/21"	"10:00:00"	"12/2/21 10:00:00"	"morning"	"Winter"	"12M"	292135.5556	1.2945	1.1105	0.184	0.1285	0.656	0.037	13.222	38.17	1.37725	0.316666667	28.8076667	60894.4722314865
